level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
4	1	2	3	2	0	41	521	498	23	-1	
5	1	2	3	2	1	41	521	103	21	90.200966	BONDUE.
5	1	2	3	2	2	166	521	107	21	96.294113	COCCOLE
5	1	2	3	2	3	292	521	77	21	96.812363	SPINA
5	1	2	3	2	4	465	521	74	23	96.697739	23,92
4	1	2	3	3	0	42	555	498	23	-1	
5	1	2	3	3	1	42	555	91	22	93.145378	SCONTO
5	1	2	3	3	2	152	555	91	22	92.674088	FIDATY
5	1	2	3	3	3	261	556	45	20	95.593651	30%
5	1	2	3	3	4	449	556	91	22	87.334015	7,20-S
4	1	2	3	4	0	40	623	530	23	-1	
5	1	2	3	4	1	40	623	92	20	95.824631	TOTALE
5	1	2	3	4	2	152	623	59	21	96.307358	EURO
5	1	2	3	4	3	465	623	75	23	92.123817	26,44
5	1	2	3	4	4	558	624	12	12	89.417877	*
4	1	2	3	5	0	42	653	498	31	-1	
5	1	2	3	5	1	42	656	137	28	96.962708	Pagamento
5	1	2	3	5	2	199	658	90	20	96.737785	Sconto
5	1	2	3	5	3	308	658	59	19	96.653084	Euro
5	1	2	3	5	4	479	653	61	27	95.239105	0,04
4	1	2	3	6	0	42	691	497	27	-1	
5	1	2	3	6	1	42	692	137	25	96.606697	Pagamento
5	1	2	3	6	2	198	691	75	21	96.710373	Buoni
5	1	2	3	6	3	291	692	92	26	96.927223	Sconto
5	1	2	3	6	4	479	692	60	22	96.366913	9,50
4	1	2	3	7	0	42	720	497	30	-1	
5	1	2	3	7	1	42	726	137	24	96.601013	Pagamento
5	1	2	3	7	2	199	720	120	26	96.238647	Bancomat
5	1	2	3	7	3	459	725	80	23	34.359772	16,90
4	1	2	3	8	0	41	790	529	26	-1	
5	1	2	3	8	1	41	794	76	20	96.678131	RESTO
5	1	2	3	8	2	479	790	60	26	92.914871	0,00
5	1	2	3	8	3	559	794	11	12	92.318436	*
4	1	2	3	9	0	41	827	561	21	-1	
5	1	2	3	9	1	41	828	25	19	96.814613	N.
5	1	2	3	9	2	88	828	78	19	93.305939	CARTA
5	1	2	3	9	3	184	827	101	20	91.834763	FIDATY:
5	1	2	3	9	4	417	827	185	21	0.000000	00XX*XX***00
4	1	2	3	10	0	44	862	430	23	-1	
5	1	2	3	10	1	44	873	38	2	85.242500	---
5	1	2	3	10	2	104	862	76	20	96.616821	NUOVA
5	1	2	3	10	3	198	862	124	23	96.235626	RACCOLTA
5	1	2	3	10	4	339	862	74	19	93.067070	PUNTI
5	1	2	3	10	5	435	872	39	4	73.950775	---
4	1	2	3	11	0	42	895	498	21	-1	
5	1	2	3	11	1	42	896	76	19	95.597862	SALDO
5	1	2	3	11	2	135	896	29	19	96.742203	PUNTI
5	1	2	3	11	3	182	895	59	21	96.373535	0.000
5	1	2	3	11	4	261	896	74	20	96.869255	x
5	1	2	3	11	5	464	895	76	21	94.543335	x
2	1	3	0	0	0	40	929	499	22	-1	
3	1	3	1	0	0	40	929	499	22	-1	
4	1	3	1	1	0	40	929	499	22	-1	
5	1	3	1	1	1	40	930	78	20	96.297203	SALDO
5	1	3	1	1	2	135	929	76	21	96.742882	PUNTI
5	1	3	1	1	3	230	929	80	22	81.532448	0.000
5	1	3	1	1	4	464	929	75	21	96.274841	x
