level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	2	2	4	1	41	318	45	19	92.700256	GSK
5	1	2	2	4	2	105	318	69	19	92.364868	DENT.
5	1	2	2	4	3	198	318	138	22	92.592751	AQUAFRESH
5	1	2	2	4	4	480	318	59	22	96.047302	0,99
4	1	2	2	5	0	41	352	498	22	-1	
5	1	2	2	5	1	41	352	45	19	92.700256	GSK
5	1	2	2	5	2	105	352	69	19	92.364868	DENT.
5	1	2	2	5	3	198	352	138	22	92.592751	AQUAFRESH
5	1	2	2	5	4	480	352	59	22	96.047302	0,99
4	1	2	2	6	0	42	386	497	22	-1	
5	1	2	2	6	1	42	386	169	19	91.043198	SCHIACCIATE
5	1	2	2	6	2	229	386	137	19	74.519455	OLIV&MARI
5	1	2	2	6	3	481	386	58	22	96.637459	1,29
4	1	2	2	7	0	42	420	497	22	-1	
5	1	2	2	7	1	42	420	122	19	92.332024	CRACKERS
5	1	2	2	7	2	182	420	185	19	91.488037	OLIVIA&MARIN
5	1	2	2	7	3	481	420	58	22	95.892403	1,79
4	1	2	2	8	0	41	454	498	22	-1	
5	1	2	2	8	1	41	454	76	19	92.817558	GRISS
5	1	2	2	8	2	136	454	122	19	93.209961	POMODORO
5	1	2	2	8	3	276	454	92	19	91.760666	OL&MAR
5	1	2	2	8	4	481	454	58	22	96.864655	1,49
3	1	2	3	0	0	41	488	560	427	-1	
4	1	2	3	1	0	105	488	434	22	-1	
5	1	2	3	1	1	105	488	43	19	81.407303	8x
5	1	2	3	1	2	480	488	59	22	96.974953	2,99
4	1	2	3	2	0	42	522	496	22	-1	
5	1	2	3	2	1	42	522	101	19	92.132423	BONDUE.
5	1	2	3	2	2	167	522	106	19	96.857086	COCCOLE
5	1	2	3	2	3	293	522	75	19	96.916977	SPINA
5	1	2	3	2	4	465	522	73	22	96.737289	23,92
4	1	2	3	3	0	42	556	497	22	-1	
5	1	2	3	3	1	42	556	90	19	92.964767	SCONTO
5	1	2	3	3	2	153	556	90	19	92.555962	FIDATY
5	1	2	3	3	3	261	556	45	19	96.874931	30%
5	1	2	3	3	4	449	556	90	22	87.526070	7,20-S
4	1	2	3	4	0	41	624	529	22	-1	
5	1	2	3	4	1	41	624	91	19	96.453766	TOTALE
5	1	2	3	4	2	152	624	59	19	96.777351	EURO
5	1	2	3	4	3	465	624	74	22	92.583801	26,44
5	1	2	3	4	4	559	624	11	12	91.283539	*
4	1	2	3	5	0	42	658	497	24	-1	
5	1	2	3	5	1	42	658	137	24	96.106567	Pagamento
5	1	2	3	5	2	199	658	90	19	96.732811	Sconto
5	1	2	3	5	3	308	658	59	19	96.659615	Euro
5	1	2	3	5	4	480	658	59	22	96.436890	0,04
4	1	2	3	6	0	42	691	497	25	-1	
5	1	2	3	6	1	42	692	137	24	96.599831	Pagamento
5	1	2	3	6	2	199	691	74	20	96.451057	Buoni
5	1	2	3	6	3	293	692	90	19	96.193573	Sconto
5	1	2	3	6	4	480	692	59	22	96.891945	9,50
4	1	2	3	7	0	42	726	497	24	-1	
5	1	2	3	7	1	42	726	137	24	96.172012	Pagamento
5	1	2	3	7	2	199	726	120	19	96.355354	Bancomat
5	1	2	3	7	3	466	726	73	22	94.240562	16,90
4	1	2	3	8	0	42	794	528	22	-1	
5	1	2	3	8	1	42	794	75	19	96.803215	RESTO
5	1	2	3	8	2	480	794	59	22	90.179550	0,00
5	1	2	3	8	3	559	794	11	12	90.179550	*
4	1	2	3	9	0	42	828	559	19	-1	
5	1	2	3	9	1	42	828	23	19	96.780586	N.
5	1	2	3	9	2	89	828	76	19	93.301132	CARTA
5	1	2	3	9	3	184	828	100	19	92.645439	FIDATY:
5	1	2	3	9	4	418	828	183	19	0.000000	00XX*XX***00
4	1	2	3	10	0	44	862	430	19	-1	
5	1	2	3	10	1	44	873	38	2	91.993637	---
5	1	2	3	10	2	105	862	75	19	96.412857	NUOVA
5	1	2	3	10	3	199	862	122	19	96.605766	RACCOLTA
5	1	2	3	10	4	339	862	74	19	93.234093	PUNTI
5	1	2	3	10	5	435	873	39	2	90.959351	---
4	1	2	3	11	0	42	896	497	19	-1	
5	1	2	3	11	1	42	896	75	19	96.860832	SALDO
5	1	2	3	11	2	135	896	29	19	96.940788	PUNTI
5	1	2	3	11	3	182	896	59	19	96.454994	0.000
5	1	2	3	11	4	261	896	74	19	96.562721	x
5	1	2	3	11	5	464	896	75	19	96.486328	x
2	1	3	0	0	0	42	930	497	19	-1	
3	1	3	1	0	0	42	930	497	19	-1	
4	1	3	1	1	0	42	930	497	19	-1	
5	1	3	1	1	1	42	930	75	19	96.771759	SALDO
5	1	3	1	1	2	136	930	75	19	96.104721	PUNTI
5	1	3	1	1	3	230	930	74	19	96.104721	0.000
5	1	3	1	1	4	464	930	75	19	96.859848	x
